STT,Thực thể nguồn (Source),Loại nguồn (Type),Mã CUI nguồn,Chỉ số nguồn (Attributes),Quan hệ lâm sàng (Relation),Thực thể đích (Target),Loại đích (Type),Mã CUI đích,Chỉ số đích (Attributes),Bằng chứng văn bản gốc (Evidence Span),Tài liệu nguồn
331,Hút thuốc lá,RiskFactor,C0453996,,Làm tăng nguy cơ mắc,Khí thũng,Disease,C0013990,,"Rối loạn di truyền nguyên nhân được xác định rõ ràng nhất là thiếu hụt alpha-1 antitrypsin, đây là nguyên nhân quan trọng gây khí thũng ở những người không hút thuốc và làm tăng rõ rệt khả năng mắc bệnh ở những người hút thuốc.",01_copd.txt
332,Hút thuốc lá,RiskFactor,C0453996,,Làm tăng nguy cơ mắc,Phù mạch,Complication,C0002994,,Phù mạch phổ biến nhất ở những bệnh nhân có nguồn gốc châu Phi và những người hút thuốc.,02_thuocdieutri.txt
333,Hút thuốc lá,RiskFactor,C0453996,,Làm tăng nguy cơ mắc,Viêm phế quản mạn tính do hen,DiseaseSubtype,C0264348,,nó xảy ra chủ yếu ở những bệnh nhân hút thuốc và có tiền sử hen suyễn.,01_copd.txt
334,Hạ kali máu,Sign,C0020621,,Làm thay đổi / điều biến,Angiotensin II,Mechanism,C3714928,,"kali huyết tương thấp (< 3,5 mmol/L [ < 3,5 mmol/L]) làm tăng sự co mạch do sự đóng các kênh kali.",01_tanghuyetap.txt
335,Hạ đường huyết,DiseaseSubtype,C0020615,,Có triệu chứng cơ năng,Triệu chứng hạ đường huyết,Symptom,Chưa có,,"Bệnh nhân bị hạ đường huyết lặp đi lặp lại, đặc biệt là những người không xuất hiện các triệu chứng hạ đường huyết",01_daithaoduong.txt
336,Hạn chế luồng khí,Sign,C0024117,,Làm tăng nguy cơ mắc,Hen suyễn,Disease,C0004096,,"Trước khi liệu pháp được tăng cường, việc tuân thủ, tiếp xúc với các yếu tố môi trường (ví dụ: tiếp xúc với chất kích thích) và sự hiện diện của các bệnh kèm theo (ví dụ: béo phì, viêm mũi dị ứng, bệnh trào ngược dạ dày thực quản, bệnh phổi tắc nghẽn mạn tính, ngưng thở khi ngủ do tắc nghẽn, rối loạn chức năng dây thanh âm, sử dụng cocaine dạng hít).",henphequan.txt
337,Hẹp lòng tiểu động mạch,Mechanism,Chưa có,,Là cơ chế sinh bệnh học của,Tăng huyết áp,Disease,C0020538,,"Ở thận, xơ vữa làm hẹp lòng tiểu động mạch, làm tăng tổng sức cản mạch ngoại vi, dẫn đến tăng huyết áp.",01_tanghuyetap.txt
338,Hẹp đường dẫn khí,Mechanism,C0001883,,Là cơ chế sinh bệnh học của,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,Đặc điểm sinh bệnh học chủ yếu của COPD là hạn chế luồng không khí do hẹp đường dẫn khí,01_copd.txt
339,Hẹp đường dẫn khí,Mechanism,C0001883,,Là cơ chế sinh bệnh học của,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Đặc điểm sinh bệnh học chủ yếu của COPD là hạn chế luồng không khí do hẹp đường dẫn khí,01_copd.txt
340,Hẹp động mạch thận,Cause,C0035067,,Là nguyên nhân gây ra,Nguyên nhân thứ phát gây tăng huyết áp,Cause,C0155616,,"Ngưng thở khi ngủ, bệnh thận mạn tính hoặc hẹp động mạch thận là những nguyên nhân khác gây tăng huyết áp thứ phát.",01_tanghuyetap.txt
341,Hẹp động mạch thận,Cause,C0035067,,Là nguyên nhân gây ra,Tăng huyết áp thứ phát,DiseaseSubtype,C0155616,,"Ngưng thở khi ngủ, bệnh thận mạn tính hoặc hẹp động mạch thận là những nguyên nhân khác gây tăng huyết áp thứ phát.",01_tanghuyetap.txt
342,Hệ thần kinh giao cảm,Mechanism,C0039044,,Là một phần của cơ chế,Renin,Mechanism,C0035094,,Hệ thần kinh giao cảm kích thích sự bài tiết renin qua trung gian bởi kích thích các thụ thể beta (thông qua thần kinh thận),01_tanghuyetap.txt
343,Hệ thống phân phối insulin tự động,Treatment,C0336563,,Điều trị,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,Chúng đặc biệt hữu ích ở những bệnh nhân đái tháo đường loại 1 và đối với những người bị hạ đường huyết không nhận biết hoặc hạ đường huyết về đêm.,01_daithaoduong.txt
344,Hệ thống renin-angiotensin,Mechanism,C0035096,,Là cơ chế sinh bệnh học của,Tăng huyết áp tiên phát,DiseaseSubtype,C0085580,,"trong tăng huyết áp tiên phát huyết động và các thành phần sinh lý (ví dụ: thể tích huyết tương, hoạt động của hệ renin-angiotensin) rất biến đổi",01_tanghuyetap.txt
345,Hội chứng Sjögren,Disease,C1527336,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,"Các bệnh lý hệ thống có thể có một phần hạn chế luồng khí gợi ý COPD; các bệnh lý này bao gồm nhiễm HIV, lạm dụng các loại thuốc bất hợp pháp (đặc biệt là cocaine và amphetamine), bệnh sarcoid, hội chứng Sjögren, viêm tiểu phế quản tắc nghẽn, bệnh u cơ trơn mạch bạch huyết và u hạt do tăng bạch cầu ái toan.",01_copd.txt
346,Hội chứng Sjögren,Disease,C1527336,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Các bệnh lý hệ thống có thể có một phần hạn chế luồng khí gợi ý COPD; các bệnh lý này bao gồm nhiễm HIV, lạm dụng các loại thuốc bất hợp pháp (đặc biệt là cocaine và amphetamine), bệnh sarcoid, hội chứng Sjögren, viêm tiểu phế quản tắc nghẽn, bệnh u cơ trơn mạch bạch huyết và u hạt do tăng bạch cầu ái toan.",01_copd.txt
347,Hội chứng chuyển hóa,Disease,C0524620,,Làm tăng nguy cơ mắc,Đái tháo đường loại 2,Disease,C0011860,,thuốc lợi tiểu thúc đẩy hoặc làm trầm trọng thêm bệnh tiểu đường loại 2 ở bệnh nhân có hội chứng chuyển hóa.,02_thuocdieutri.txt
348,Hở van động mạch chủ,Cause,C0003504,,Là nguyên nhân gây ra,Tăng huyết áp tâm thu đơn độc,DiseaseSubtype,C0745133,,"Một số rối loạn làm tăng CO (ví dụ: nhiễm độc giáp, rò động-tĩnh mạch, hở van động mạch chủ), đặc biệt khi thể tích nhát bóp tăng lên, gây tăng huyết áp tâm thu đơn độc.",01_tanghuyetap.txt
349,Hợp chất hữu cơ dễ bay hơi,Cause,C2350439,,Là nguyên nhân gây ra,Hen kích ứng,Disease,Chưa có,,"Hen kích ứng đề cập đến một phản ứng tương tự, dai dẳng giống như hen sau khi tiếp xúc nhiều lần hoặc mạn tính với các chất kích thích tương tự.",henphequan.txt
350,IgE,Mechanism,C0020846,,Là một phần của cơ chế,Đáp ứng miễn dịch T2,Mechanism,Chưa có,,Đáp ứng T2 tiền viêm được đặc trưng bởi sự tăng trưởng và kích hoạt quá trình sản sinh bạch cầu ái toan và IgE.,henphequan.txt
351,Il-6 huyết thanh,Mechanism,Chưa có,,Là cơ chế sinh bệnh học của,Hen suyễn,Disease,C0004096,,"Các chất trung gian chính liên quan đến các nghiên cứu quan sát và nghiên cứu cắt ngang bao gồm leptin, adipokine và Il-6 huyết thanh.",henphequan.txt
352,Insulin,Mechanism,C1533581,dose: 15 units,Là cơ chế sinh bệnh học của,Giai đoạn trăng mật,DiseaseSubtype,Chưa có,,giai đoạn trăng mật) do quá trình tiết insulin được phục hồi một phần.,01_daithaoduong.txt
353,Insulin nội sinh,Mechanism,Chưa có,,Là cơ chế sinh bệnh học của,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,Nồng độ glucose huyết tương dễ biến đổi có thể xuất hiện ở bệnh nhân đái tháo đường loại 1 vì sản xuất insulin nội sinh gần như là hoàn toàn không có,01_daithaoduong.txt
354,Insulin thang điểm trượt,Treatment,C0557977,,Điều trị,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,"Tuy nhiên, một chế độ điều trị insulin theo thang điểm trượt không phải là một chiến lược hiệu quả để duy trì euglycemia ở bệnh nhân tiểu đường loại 1",01_daithaoduong.txt
355,Insulin tác dụng nhanh,Drug,C0356365,,Điều trị,Tăng đường huyết,DiseaseSubtype,C0020456,,"Thay vì phán xét các lựa chọn và hành vi cá nhân, các bác sĩ lâm sàng phải liên tục củng cố nhu cầu kiểm soát đường huyết cẩn thận, đặc biệt là theo dõi đường huyết thường xuyên và sử dụng insulin tác dụng nhanh, liều thấp, thường xuyên khi cần thiết.",01_daithaoduong.txt
356,Kali máu < 3.5 mmol/L,Measurement,C0020621,Thông số: Kali máu; Giá trị: <3.5 mmol/L,Làm thay đổi / điều biến,Angiotensin II,Mechanism,C3714928,,"kali huyết tương thấp (< 3,5 mmol/L [ < 3,5 mmol/L]) làm tăng sự co mạch do sự đóng các kênh kali.",01_tanghuyetap.txt
357,Khám thực thể,Test,C0031809,,Dùng để chẩn đoán,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,"Chẩn đoán được gợi ý dựa trên bệnh sử, khám thực thể, kết quả chẩn đoán hình ảnh ngực và được xác nhận bằng các xét kiểm tra chức năng phổi.",01_copd.txt
358,Khám thực thể,Test,C0031809,,Dùng để chẩn đoán,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Chẩn đoán được gợi ý dựa trên bệnh sử, khám thực thể, kết quả chẩn đoán hình ảnh ngực và được xác nhận bằng các xét kiểm tra chức năng phổi.",01_copd.txt
359,Khám thực thể,Test,C0031809,,Dùng để chẩn đoán,Hen suyễn,Disease,C0004096,,"Việc chẩn đoán được dựa trên tiền sử, khám lâm sàng và đo chức năng hô hấp.",henphequan.txt
360,Khám thực thể,Test,C0031809,,Dùng để chẩn đoán,Tăng huyết áp,Disease,C0020538,,"Tiền sử, khám thực thể, và các xét nghiệm cận lâm sàng khác giúp xác định nguyên nhân và xác định xem đã có tổn thương các cơ quan đích hay chưa.",01_tanghuyetap.txt
361,Kháng insulin ngoại vi,Mechanism,Chưa có,,Là cơ chế sinh bệnh học của,Đái tháo đường,Disease,C0011849,,Đái tháo đường là suy giảm bài tiết insulin và nồng độ kháng insulin ngoại vi thay đổi dẫn đến tăng đường huyết.,01_daithaoduong.txt
362,Kháng sinh,DrugClass,C0003232,,Điều trị,Loét chân do bệnh lý thần kinh,DiseaseSubtype,C0406526,,"Vì hầu hết bệnh nhân với loét này có ít hoặc không có tắc động mạch lớn, cắt lọc và kháng sinh thường xuyên thường dẫn tới liền thương tốt và có thể phòng tránh phẫu thuật lớn.",01_daithaoduong.txt
363,Kháng thể GAD,Test,C0443891,,Dùng để chẩn đoán,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,"Những người có nguy cơ cao mắc bệnh tiểu đường loại 1 (ví dụ: anh chị em ruột và con cái của người mắc bệnh tiểu đường loại 1) có thể được kiểm tra sự hiện diện của tế bào tiểu đảo hoặc kháng thể decarboxylase kháng axit glutamic, trước khi khởi phát bệnh lâm sàng.",01_daithaoduong.txt
364,Kháng thể tế bào tiểu đảo,Test,C0063900,,Dùng để chẩn đoán,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,"Những người có nguy cơ cao mắc bệnh tiểu đường loại 1 (ví dụ: anh chị em ruột và con cái của người mắc bệnh tiểu đường loại 1) có thể được kiểm tra sự hiện diện của tế bào tiểu đảo hoặc kháng thể decarboxylase kháng axit glutamic, trước khi khởi phát bệnh lâm sàng.",01_daithaoduong.txt
365,Khí clo,Cause,C0008209,,Là nguyên nhân gây ra,Hen kích ứng,Disease,Chưa có,,"Hen kích ứng đề cập đến một phản ứng tương tự, dai dẳng giống như hen sau khi tiếp xúc nhiều lần hoặc mạn tính với các chất kích thích tương tự.",henphequan.txt
366,Khí máu tĩnh mạch,Test,C5165470,,Dùng để chẩn đoán,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,Khí máu tĩnh mạch rất hữu ích để chẩn đoán tăng CO2 máu cấp tính hoặc mạn tính.,01_copd.txt
367,Khí máu tĩnh mạch,Test,C5165470,,Dùng để chẩn đoán,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Khí máu tĩnh mạch rất hữu ích để chẩn đoán tăng CO2 máu cấp tính hoặc mạn tính.,01_copd.txt
368,Khí phế thũng,DiseaseSubtype,C0034067,,Là phân loại / thể bệnh của,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,"Bệnh phổi tắc nghẽn mạn tính (COPD) đặc trưng bởi sự giới hạn về luồng khí thở gây ra do đáp ứng viêm do hít phải các chất khí độc hại, thường là khói thuốc lá.",01_copd.txt
369,Khí phế thũng,DiseaseSubtype,C0034067,,Là phân loại / thể bệnh của,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Bệnh phổi tắc nghẽn mạn tính (COPD) đặc trưng bởi sự giới hạn về luồng khí thở gây ra do đáp ứng viêm do hít phải các chất khí độc hại, thường là khói thuốc lá.",01_copd.txt
370,Khói thuốc lá,RiskFactor,C0439994,,Làm tăng nguy cơ mắc,Bệnh hen do tập luyện,Disease,C0004099,,"Các tác nhân không gây dị ứng, như khói thuốc lá, mùi mạnh, khói kích thích, nhiệt độ lạnh, độ ẩm cao, cũng nên tránh hoặc kiểm soát khi có thể.",henphequan.txt
371,Khói thuốc lá,RiskFactor,C0439994,,Làm tăng nguy cơ mắc,Hen do gắng sức,DiseaseSubtype,C0004099,,"Các tác nhân không gây dị ứng, như khói thuốc lá, mùi mạnh, khói kích thích, nhiệt độ lạnh, độ ẩm cao, cũng nên tránh hoặc kiểm soát khi có thể.",henphequan.txt
372,Khói thuốc lá,RiskFactor,C0439994,,Làm tăng nguy cơ mắc,Hen suyễn,Disease,C0004096,,"Các chất gây kích ứng theo đường hô hấp, chẳng hạn như ô nhiễm không khí, khói thuốc lá, nước hoa và các sản phẩm làm sạch có thể làm khởi phát các triệu chứng hen.",henphequan.txt
373,Khói thuốc lá thụ động,RiskFactor,C0037370,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,"Tiếp xúc với khói thuốc lá thụ động, ô nhiễm không khí và bụi nghề nghiệp (ví dụ: bụi khoáng, bụi bông) hoặc hóa chất hít vào (ví dụ: cadmium) góp phần gây nguy cơ mắc COPD nhưng ít quan trọng hơn so với hút thuốc lá.",01_copd.txt
374,Khói thuốc lá thụ động,RiskFactor,C0037370,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Tiếp xúc với khói thuốc lá thụ động, ô nhiễm không khí và bụi nghề nghiệp (ví dụ: bụi khoáng, bụi bông) hoặc hóa chất hít vào (ví dụ: cadmium) góp phần gây nguy cơ mắc COPD nhưng ít quan trọng hơn so với hút thuốc lá.",01_copd.txt
375,Khói từ nấu ăn và sưởi ấm trong nhà,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,Khói từ nấu ăn và sưởi ấm trong nhà là một yếu tố gây bệnh quan trọng,01_copd.txt
376,Khói từ nấu ăn và sưởi ấm trong nhà,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Khói từ nấu ăn và sưởi ấm trong nhà là một yếu tố gây bệnh quan trọng,01_copd.txt
377,Không tuân thủ điều trị,RiskFactor,C0746935,,Làm tăng nguy cơ mắc,Tăng huyết áp kháng trị,DiseaseSubtype,C1834155,,"Việc không tuân thủ điều trị, đặc biệt vì cần phải điều trị suốt đời, có thể cản trở việc kiểm soát huyết áp thích hợp.",01_tanghuyetap.txt
378,Kiểm soát các yếu tố khởi phát,Treatment,Chưa có,,Điều trị,Hen suyễn,Disease,C0004096,,Điều trị liên quan đến kiểm soát các yếu tố khởi phát và điều trị bằng thuốc,henphequan.txt
379,Kiểm tra chức năng hô hấp,Test,C0024119,,Dùng để chẩn đoán,Bệnh phổi kẽ,Disease,C0206062,,xét nghiệm chức năng phổi cho thấy khiếm khuyết thông khí hạn chế hơn là khiếm khuyết thông khí tắc nghẽn,01_copd.txt
380,Kiểm tra chức năng hô hấp,Test,C0024119,,Dùng để chẩn đoán,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,"Chẩn đoán dựa trên bệnh sử, khám thực thể, chụp X-quang ngực và kiểm tra chức năng phổi.",01_copd.txt
381,Kiểm tra chức năng hô hấp,Test,C0024119,,Dùng để chẩn đoán,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Chẩn đoán dựa trên bệnh sử, khám thực thể, chụp X-quang ngực và kiểm tra chức năng phổi.",01_copd.txt
382,Kiểm tra chức năng hô hấp,Test,C0024119,,Dùng để chẩn đoán,Hen suyễn,Disease,C0004096,,Bệnh nhân nghi ngờ bị hen suyễn nên được kiểm tra chức năng hô hấp để chẩn đoán bệnh,henphequan.txt
